"name","city","state","zipcode","address","phone_no","website","page_url"
"Air Control Htg & A/C of Lexington","LEXINGTON","Kentucky","40505-3671","997 FLOYD DR
LEXINGTON, Kentucky 40505-3671","859-253-1734","https://www.aircontrolco.com","https://www.lennox.com/locate/dealer/ky/lexington/air-control-htg-and-ac-of-lexington"
"Big Sandy Htg & A/C Inc","HAGERHILL","Kentucky","41222-8813","29 KY ROUTE 825
HAGERHILL, Kentucky 41222-8813","606-789-4465","http://www.bigsandyheating.com/","https://www.lennox.com/locate/dealer/ky/hagerhill/big-sandy-htg-and-a-c-inc"
"Comfort Air Heating & Cooling","Mt Sterling","Kentucky","40353-9286","471 Adena Dr
Mt Sterling, Kentucky 40353-9286","859-499-4247","http://comfortairky.com/","https://www.lennox.com/locate/dealer/ky/mt-sterling/comfort-air-htg-and-cooling"
"HVAC Services Inc","Glasgow","Kentucky","42141-2520","1208 W Main St
Glasgow, Kentucky 42141-2520","270-651-3841","","https://www.lennox.com/locate/dealer/ky/glasgow/hvac-svcs-inc"
"iComfort Hurt Mech Inc","Bowling Green","Kentucky","42104-7539","6233 Old Nashville Rd #202
Bowling Green, Kentucky 42104-7539","(270) 781-3073","","https://www.lennox.com/locate/dealer/ky/bowling-green/icomfort-hurt-mech-inc"
"Jefferson HVAC Solutions","Brooksville","Kentucky","41004","395 Mini Farms Rd
Brooksville, Kentucky 41004","606-402-0957","","https://www.lennox.com/locate/dealer/ky/brooksville/jefferson-hvac-solutions"
"Jeffries Htg & Air","Somerset","Kentucky","42503","144 US-27
Somerset, Kentucky 42503","606-303-2233","","https://www.lennox.com/locate/dealer/ky/somerset/jeffries-htg-and-air"
"Knight's Mechanical LLC","CECILIA","Kentucky","42724-9642","4250 LEITCHFIELD RD
CECILIA, Kentucky 42724-9642","270-765-4141","","https://www.lennox.com/locate/dealer/ky/cecilia/knights-mechanical-llc"
"Lusby","PRINCETON","Kentucky","42445-1648","204 E MAIN ST
PRINCETON, Kentucky 42445-1648","270-365-6141","","https://www.lennox.com/locate/dealer/ky/princeton/lusby"
"McAnelly Heating & Cooling Inc","FRANKFORT","Kentucky","40601-2337","601 E MAIN ST
FRANKFORT, Kentucky 40601-2337","502-223-3751","","https://www.lennox.com/locate/dealer/ky/frankfort/mcanelly-htg-and-cooling-inc"
"Phelps Htg & Clg","HODGENVILLE","Kentucky","42748-1527","305 W MAIN ST
HODGENVILLE, Kentucky 42748-1527","270-358-3167","http://www.phelpsheatingandcooling.com/","https://www.lennox.com/locate/dealer/ky/hodgenville/phelps-htg-and-clg"
"Poston Brothers Heating & Cooling","Burlington","Kentucky","41005","5555 N Bend Rd
Burlington, Kentucky 41005","(859) 449-2950","","https://www.lennox.com/locate/dealer/ky/burlington/poston-brothers-heating-and-cooling"
"Prudential Htg & A/C Co","LOUISVILLE","Kentucky","40213-2173","3302 GILMORE INDUSTRIAL BLVD
LOUISVILLE, Kentucky 40213-2173","502-966-5813","http://www.prudentialhvac.com","https://www.lennox.com/locate/dealer/ky/louisville/prudential-htg-and-ac-co"
"R&D Indoor Comfort","Lexington","Kentucky","40503-2953","2529 Regency Rd # 104
Lexington, Kentucky 40503-2953","859-255-7650","http://www.rdindoor.com","https://www.lennox.com/locate/dealer/ky/lexington/r-and-d-indoor-comfort"
"Knochelmann Service Experts","Covington","Kentucky","41011","533 W Pike St
Covington, Kentucky 41011","859-431-4422","https://www.knochelmann.com","https://www.lennox.com/locate/dealer/ky/covington/service-experts-259"
"Total Comfort Corp","RICHMOND","Kentucky","40475-2901","1105 KIM KENT DR
RICHMOND, Kentucky 40475-2901","859-624-0903","http://www.totalcomfortky.com/","https://www.lennox.com/locate/dealer/ky/richmond/total-comfort-corp"
"Air Condition Sales & Service Co In","LAFAYETTE","Louisiana","70506-2307","813 CAJUNDOME BLVD
LAFAYETTE, Louisiana 70506-2307","337-234-2345","","https://www.lennox.com/locate/dealer/la/lafayette/ac-sales-and-svc-co-inc"
"ACR Air Conditioning + Heating Inc","LAKE CHARLES","Louisiana","70601-8715","807 CRAFT ST
LAKE CHARLES, Louisiana 70601-8715","337-625-1706","","https://www.lennox.com/locate/dealer/la/lake-charles/acr-ac-htg-inc"
"Air Control Engineering Inc","PLAQUEMINE","Louisiana","70764-3842","24330 SEBASTIAN ST
PLAQUEMINE, Louisiana 70764-3842","225-687-6417","","https://www.lennox.com/locate/dealer/la/plaquemine/air-control-inc"
"Beau's Air Cond & Heating LLC","SLIDELL","Louisiana","70460-4235","59163 CAMP VILLERE RD
SLIDELL, Louisiana 70460-4235","985-641-3963","","https://www.lennox.com/locate/dealer/la/slidell/beaus-ac-and-htg-llc"
"Bell Mechanical Services LLC","Baton Rouge","Louisiana","70809","11711 Sun Belt Ct
Baton Rouge, Louisiana 70809","225-752-8538","http://www.bellmechanical.com/","https://www.lennox.com/locate/dealer/tx/fort-worth/bell-mech-svcs-llc"
"Brooks Htg & A/C","Bossier City","Louisiana","71112-2806","106 Grigsby Dr
Bossier City, Louisiana 71112-2806","318-742-9510","https://www.brooksheatandac.com/","https://www.lennox.com/locate/dealer/la/bossier-city/brooks-htg-and-ac"
"Central Aire Htg & A/C Inc","BOSSIER CITY","Louisiana","71111-2800","1302 DRIFTWOOD DR
BOSSIER CITY, Louisiana 71111-2800","318-747-4965","http://www.centralaire.org","https://www.lennox.com/locate/dealer/la/bossier-city/central-aire-htg-and-ac-inc"
"Comfort Specialist Llc","MARRERO","Louisiana","70072-6611","2717 MIDDEN DR
MARRERO, Louisiana 70072-6611","504-377-4676","","https://www.lennox.com/locate/dealer/la/marrero/comfort-specialist-llc"
"Cool-Air","Elmwood","Louisiana","70123-3222","5560 Pepsi St
Elmwood, Louisiana 70123-3222","504-733-1569","","https://www.lennox.com/locate/dealer/la/new-orleans/cool-air"
"Dave Broussard AC & Htg LLC","BROUSSARD","Louisiana","70518-4360","101 JARED DR
BROUSSARD, Louisiana 70518-4360","337-330-1111","http://davebroussard.com/","https://www.lennox.com/locate/dealer/la/broussard/dave-broussard-ac-and-htg-llc"
"Elite Air Systems Inc","NEW ORLEANS","Louisiana","70124-1047","5590 JACQUELYN CT
NEW ORLEANS, Louisiana 70124-1047","504-885-8146","","https://www.lennox.com/locate/dealer/la/new-orleans/elite-air-systems-inc"
"F & R Air Cond & Htg Co","ABBEVILLE","Louisiana","70510-5455","119 S JOHN M HARDY DR
ABBEVILLE, Louisiana 70510-5455","337-893-5646","http://www.fandac.com","https://www.lennox.com/locate/dealer/la/abbeville/f-and-r-ac-and-htg-co"
"Four Seasons Cooling and Htg LLC D/B/A Buddy's Refrigeration and A/C","Thibodaux","Louisiana","70301-7305","306 LA-20
Thibodaux, Louisiana 70301-7305","985-633-2409","","https://www.lennox.com/locate/dealer/la/thibodaux/four-seasons-cooling-and-htg-llc"
"General Heating & A/C Co LLC","NEW ORLEANS","Louisiana","70118-1824","3500 MONTICELLO AVE
NEW ORLEANS, Louisiana 70118-1824","504-488-0826","","https://www.lennox.com/locate/dealer/la/new-orleans/general-heating-and-a-c-co-llc"
"Gilley's Heating & Cooling LLC","WEST MONROE","Louisiana","71291-4402","2100 CYPRESS ST
WEST MONROE, Louisiana 71291-4402","318-325-3250","","https://www.lennox.com/locate/dealer/la/west-monroe/gilleys-htg-and-clg-llc"
"Guidry's A/C & Refrig Service","Raceland","Louisiana","70394-3843","4307 LA-1 STE B
Raceland, Louisiana 70394-3843","985-537-6795","","https://www.lennox.com/locate/dealer/la/raceland/guidry's-a-c-and-refrig-service"
"Hall's Heating and Air","SHREVEPORT","Louisiana","71107-7115","1475 FULLERTON ST
SHREVEPORT, Louisiana 71107-7115","318-220-9414","http://www.hallsair.com/","https://www.lennox.com/locate/dealer/la/shreveport/halls-htg-and-air"
"Holsteads Inc","Ruston","Louisiana","71270-6641","1718 Trade Dr
Ruston, Louisiana 71270-6641","318-680-6138","","https://www.lennox.com/locate/dealer/la/ruston/holsteads-inc"
"Holstead's Inc","RUSTON","Louisiana","71270-6641","1718 TRADE DR
RUSTON, Louisiana 71270-6641","318-255-9740","","https://www.lennox.com/locate/dealer/la/ruston/holstead's-inc"
"Keefe's A/C & Heating","HARVEY","Louisiana","70058-3133","2233 LAFAYETTE AVE
HARVEY, Louisiana 70058-3133","504-361-3918","","https://www.lennox.com/locate/dealer/la/baton-rouge/keefes-ac-and-htg"
"Lightning Service Inc","METAIRIE","Louisiana","70001-5214","3201 METAIRIE RD
METAIRIE, Louisiana 70001-5214","504-837-3278","","https://www.lennox.com/locate/dealer/la/metairie/lightning-svc-inc"
"Mayeux's Air Cond & Htg Inc","Norco","Louisiana","70079-2400","650 St Charles St
Norco, Louisiana 70079-2400","985-764-2426","","https://www.lennox.com/locate/dealer/la/norco/mayeuxs-ac-and-htg-inc"
"Mike Rougee Corp","KENNER","Louisiana","70062-5282","1241 27TH ST STE A
KENNER, Louisiana 70062-5282","504-441-6453","","https://www.lennox.com/locate/dealer/la/kenner/mike-rougee-corp"
"MOON'S AIR LLC","SHREVEPORT","Louisiana","71106-1662","9675 HERON SPRINGS DR
SHREVEPORT, Louisiana 71106-1662","318-671-5355","","https://www.lennox.com/locate/dealer/la/shreveport/moons-air-llc"
"Parrains Htg & AC","Covington","Louisiana","70433","2025 Philip Dr
Covington, Louisiana 70433","985-303-9883","","https://www.lennox.com/locate/dealer/la/covington/parrains-htg-and-ac"
"Poston Heat & Air Llc","Keithville","Louisiana","71047-9139","14863 LA-789
Keithville, Louisiana 71047-9139","318-933-8327","","https://www.lennox.com/locate/dealer/la/keithville/poston-heat-and-air-llc"
"Service Experts Heating & Air Conditioning","SHREVEPORT","Louisiana","71118-2117","8932 JEWELLA AVE STE B
SHREVEPORT, Louisiana 71118-2117","318.424.2651","https://www.serviceexpertsla.com/","https://www.lennox.com/locate/dealer/la/shreveport/service-experts-heating-and-air-conditioning"
"Smith Air Conditioning","VILLE PLATTE","Louisiana","70586-3514","511 E LINCOLN RD
VILLE PLATTE, Louisiana 70586-3514","337-363-1866","http://smithac.com/","https://www.lennox.com/locate/dealer/la/ville-platte/smith-ac"
"Southland A/C & Htg Inc.","Metairie","Louisiana","70005","622 E William David Pkwy
Metairie, Louisiana 70005","(504) 469-3132","","https://www.lennox.com/locate/dealer/la/metairie/southland-ac-and-htg-inc"
"Spiker's AC & Heating LLC","Abbeville","Louisiana","70510-2624","8536 LA-339
Abbeville, Louisiana 70510-2624","337-937-0310","","https://www.lennox.com/locate/dealer/la/abbeville/spikers-ac-and-htg-llc"
"Taylor & Tyler Inc","HARVEY","Louisiana","70058-3130","2301 BROOKLYN AVE
HARVEY, Louisiana 70058-3130","504-364-1411","","https://www.lennox.com/locate/dealer/la/harvey/taylor-and-tyler-inc"
"Total Comfort Htg & A/C","BATON ROUGE","Louisiana","70806-1522","1700 WOODDALE CT
BATON ROUGE, Louisiana 70806-1522","225-928-2251","","https://www.lennox.com/locate/dealer/la/baton-rouge/total-comfort-htg-and-a-c"
"Wings Cooling & Heating Llc","SULPHUR","Louisiana","70663-4419","901 S HUNTINGTON ST
SULPHUR, Louisiana 70663-4419","337-528-2454","","https://www.lennox.com/locate/dealer/la/sulphur/wings-cooling-and-htg-llc"
"Community Energy Company","RUMFORD","Maine","04276-2250","299 SPRUCE ST
RUMFORD, Maine 04276-2250","207-364-3719","","https://www.lennox.com/locate/dealer/me/rumford/community-energy-company"
"Multispec Inc","Hollis","Maine","04042-3421","230 Saco Rd
Hollis, Maine 04042-3421","207-727-5111","","https://www.lennox.com/locate/dealer/me/hollis-center/multispec-inc"
"Osborne's Plumbing & Heating Inc","BUCKSPORT","Maine","04416-4664","15 HERITAGE PARK RD
BUCKSPORT, Maine 04416-4664","207-469-6225","","https://www.lennox.com/locate/dealer/me/bucksport/osborne's-plumbing-and-heating-inc"
"Valley Gas & Oil Co","KINGFIELD","Maine","04947-4229","103 MAIN ST
KINGFIELD, Maine 04947-4229","207-265-5443","","https://www.lennox.com/locate/dealer/me/kingfield/valley-gas-and-oil-co"
"Academy Htg & A/C","ROCKVILLE","Maryland","20852-2506","11720 NEBEL ST
ROCKVILLE, Maryland 20852-2506","301-770-3100","http://www.academyhvac.com","https://www.lennox.com/locate/dealer/md/rockville/academy-htg-and-ac"
"Advanced Service Air Cond and Htg L","MIDDLETOWN","Maryland","21769-7202","1929 Mountain Church Rd
MIDDLETOWN, Maryland 21769-7202","301-371-8807","https://advancedservicehvac.com/","https://www.lennox.com/locate/dealer/md/middletown/advanced-svc-ac-and-htg-llc"
"HB Home Service Team MD ( Formerly Air Solutions )","RANDALLSTOWN","Maryland","21133-2712","9405 LIBERTY RD
RANDALLSTOWN, Maryland 21133-2712","410-356-4016","http://www.hbmcclure.com","https://www.lennox.com/locate/dealer/md/randallstown/air-solutions-llc"
"Aire Serv of The Eastern Shore","Easton","Maryland","21601-3137","33 Creamery Ln
Easton, Maryland 21601-3137","(410) 690-4483","","https://www.lennox.com/locate/dealer/md/easton/aire-serv-of-the-eastern-shore"
"Albright's Mechanical Services","ESSEX","Maryland","21221-5022","11 S MARLYN AVE
ESSEX, Maryland 21221-5022","410-391-4737","","https://www.lennox.com/locate/dealer/md/essex/albrights-mechanical-svcs"
"All-Pro Services Inc","CAPITOL HEIGHTS","Maryland","20743-4912","1215 RITCHIE RD
CAPITOL HEIGHTS, Maryland 20743-4912","301-350-3800","","https://www.lennox.com/locate/dealer/md/capitol-heights/all-pro-svcs-inc"
"Amazing Heating & AC Inc","Baltimore","Maryland","21230","2630 Georgetown Rd
Baltimore, Maryland 21230","410-685-0383","","https://www.lennox.com/locate/dealer/md/baltimore/amazing-htg-and-ac-inc"
"America's Green Heating + AC Co, LL","Frederick","Maryland","21702","6907 Baltimore National Pike
Frederick, Maryland 21702","301-208-0800","","https://www.lennox.com/locate/dealer/md/frederick/americas-green-htg-and-ac-co-llc"
"Arctic Refr & Air Cond Serv Co Inc","BERLIN","Maryland","21811-1444","301 WASHINGTON ST
BERLIN, Maryland 21811-1444","410-641-1434","http://www.arcticheatandair.com","https://www.lennox.com/locate/dealer/md/berlin/arctic-refrig-and-ac-svc-co-inc"
"B & B A/C & Htg Svc Co Inc","MILLERSVILLE","Maryland","21108-2001","1526 JABEZ RUN
MILLERSVILLE, Maryland 21108-2001","410-266-7900","http://www.bbairconditioning.com","https://www.lennox.com/locate/dealer/md/millersville/b-and-b-ac-and-htg-svc-co-inc"
"B & B A/C & Htg Svc Co Inc-Frederic","FREDERICK","Maryland","21701-5651","183 E SOUTH ST
FREDERICK, Maryland 21701-5651","301-662-0611","http://www.bbairconditioning.com","https://www.lennox.com/locate/dealer/md/frederick/b-and-b-ac-and-htg-svc-co-inc"
"B & B A/C Htg Svc Co Inc-Elkridge","Elkridge","Maryland","21075-5852","6725 Santa Barbara Ct #101
Elkridge, Maryland 21075-5852","443-459-8000","http://www.bbairconditioning.com","https://www.lennox.com/locate/dealer/md/elkridge/b-and-b-a-c-htg-svc-co-inc-elkridge"
"B & B A/C Htg Svc Co Inc-Gaithersbu","Gaithersburg","Maryland","20879-4153","7921 Queenair Dr # 106
Gaithersburg, Maryland 20879-4153","301-330-0040","http://www.bbairconditioning.com","https://www.lennox.com/locate/dealer/md/gaithersburg/b-and-b-a-c-htg-svc-co-inc-gaithersbu"
"B & B A/C Htg Svc Co Inc-Rockville","ROCKVILLE","Maryland","20852-1828","12324 WILKINS AVE STE E
ROCKVILLE, Maryland 20852-1828","301-881-2700","http://www.bbairconditioning.com","https://www.lennox.com/locate/dealer/md/rockville/b-and-b-a-c-htg-svc-co-inc-rockville"
"Barstow & Sons Heating & Cooling","Severna Park","Maryland","21146-4110","100 St Francis Ct
Severna Park, Maryland 21146-4110","410-544-2606","","https://www.lennox.com/locate/dealer/md/annapolis/barstow-and-sons-htg-and-clg"
"Bennett Air","Waldorf","Maryland","20602-3736","70 Industrial Park Dr
Waldorf, Maryland 20602-3736","301-638-3000","","https://www.lennox.com/locate/dealer/md/waldorf/bennett-air-llc"
